retweet_count,reply_count,favorite_count,num_urls,num_mentions,isbot
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,1,1
0,0,0,1,1,1
768,6,7,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
435,0,0,0,1,1
0,0,0,0,0,1
444,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
459,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
458,0,0,0,1,1
0,0,0,0,0,1
464,0,0,0,1,1
0,0,0,0,0,1
468,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
463,0,0,0,1,1
0,0,0,0,0,1
465,0,0,0,1,1
0,0,0,0,0,1
464,0,0,0,1,1
0,0,0,0,0,1
461,0,0,0,1,1
0,0,0,0,0,1
464,0,0,0,1,1
0,0,0,0,0,1
467,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
463,0,0,0,1,1
0,0,0,0,0,1
462,0,0,0,1,1
0,0,0,0,0,1
462,0,0,0,1,1
0,0,0,0,0,1
464,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
466,0,0,0,1,1
0,0,0,0,0,1
469,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
471,0,0,0,0,1
0,0,0,0,0,1
443,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
49,0,0,0,1,1
48,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
49,0,0,0,1,1
47,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
47,0,0,0,1,1
0,0,0,0,0,1
49,0,0,0,1,1
47,0,0,0,1,1
50,0,0,0,1,1
50,0,0,0,1,1
47,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
47,0,0,0,1,1
0,0,0,0,0,1
48,0,0,0,1,1
47,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
47,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
49,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
48,0,0,0,1,1
46,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
37,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
5,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
3,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
895,0,0,0,1,1
136167,0,0,0,1,1
89673,0,0,1,1,1
134766,0,0,0,1,1
129961,0,0,1,1,1
152091,0,0,1,2,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,1,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
169,0,16,0,0,1
15,0,0,0,1,1
530,11,62,0,1,1
4,1,2,0,1,1
1,1,1,0,1,1
0,1,0,0,1,1
0,0,0,0,1,1
1,0,0,0,0,1
2,0,0,1,1,1
0,0,0,0,1,1
0,1,0,0,1,1
330,1,21,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
1,0,1,1,1,1
13,1,32,1,1,1
0,0,1,0,3,1
2,0,2,1,0,1
5,0,4,1,1,1
0,0,1,0,2,1
0,0,1,1,1,1
0,0,1,2,0,1
0,0,1,0,3,1
1,1,1,0,3,1
0,0,2,1,0,1
0,0,2,0,2,1
1,0,3,1,1,1
0,0,1,1,2,1
13,0,5,0,7,1
0,0,0,1,1,1
0,0,0,1,2,1
1,0,0,0,3,1
0,0,0,1,0,1
0,0,0,0,1,1
1,0,1,1,1,1
0,0,0,1,2,1
1,1,0,1,2,1
1,0,2,1,1,1
0,0,1,0,3,1
0,2,1,0,1,1
0,0,0,0,1,1
67,4,19,1,1,1
1,0,1,1,2,1
0,0,0,1,1,1
0,0,1,1,0,1
0,1,2,0,1,1
0,0,0,1,2,1
0,0,1,0,2,1
0,0,0,1,1,1
1,0,0,1,0,1
0,1,0,0,2,1
0,1,0,1,0,1
0,0,0,1,1,1
0,0,0,1,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,1,1
0,0,2,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,1,0,1,1
0,1,0,0,1,1
0,0,0,2,1,1
0,0,0,1,1,1
0,0,0,1,2,1
0,1,0,1,4,1
207,5,5,0,3,1
0,1,1,1,1,1
0,0,1,0,0,1
0,0,1,1,2,1
0,0,0,0,8,1
4,1,1,0,6,1
0,0,1,1,0,1
1,0,2,2,1,1
2,0,0,1,5,1
0,0,0,0,2,1
0,0,2,0,1,1
0,1,0,1,0,1
0,0,1,1,0,1
0,0,0,0,1,1
0,0,0,0,2,1
0,1,0,0,1,1
0,2,0,0,2,1
0,0,0,0,4,1
0,0,0,2,0,1
0,2,0,1,0,1
0,1,1,0,2,1
1,1,1,1,0,1
0,0,0,0,1,1
0,0,0,1,0,1
0,0,0,1,0,1
0,0,1,1,0,1
0,0,1,1,0,1
0,1,0,0,1,1
2,1,1,1,0,1
0,0,2,1,0,1
0,1,0,1,0,1
0,2,1,1,0,1
0,0,2,0,2,1
0,1,0,1,0,1
0,1,0,1,0,1
0,0,0,0,1,1
0,0,0,0,1,1
1,2,2,0,0,1
0,0,0,1,0,1
0,0,0,0,7,1
0,0,0,1,0,1
74,6,28,1,1,1
0,0,1,0,2,1
0,0,1,1,0,1
0,1,0,0,0,1
0,0,0,1,1,1
3,0,1,1,1,1
0,0,1,1,1,1
0,0,0,0,0,1
0,0,0,0,0,1
1,0,0,0,2,1
0,1,0,1,0,1
0,0,0,1,2,1
0,0,0,1,1,1
0,1,1,0,1,1
1,0,0,1,3,1
0,1,0,0,2,1
3,1,1,2,1,1
18,1,10,1,1,1
0,0,2,1,1,1
1,0,3,1,1,1
0,1,0,0,1,1
0,0,2,0,1,1
0,1,0,1,0,1
0,0,0,0,0,1
0,0,1,0,0,1
0,1,1,1,0,1
0,0,1,1,0,1
0,1,1,0,4,1
1,2,2,0,1,1
0,0,0,0,3,1
110,5,22,0,2,1
0,1,1,0,6,1
0,0,1,0,4,1
1,0,0,0,2,1
0,1,1,0,1,1
0,0,1,1,1,1
0,0,0,1,0,1
0,0,0,0,0,1
0,1,0,0,1,1
0,0,0,1,0,1
0,0,0,1,0,1
4399,175,819,0,1,1
0,0,0,1,1,1
0,0,1,0,1,1
0,0,0,0,2,1
0,0,0,0,1,1
13,0,6,0,1,1
0,0,1,0,3,1
1,0,0,0,0,1
0,0,0,1,1,1
2,0,0,1,3,1
0,0,0,0,1,1
832,334,208,0,1,1
0,0,0,1,0,1
0,0,0,1,0,1
799,25,77,0,1,1
0,0,0,0,1,1
413,25,41,0,1,1
0,0,0,0,0,1
1,0,1,0,0,1
0,1,0,0,5,1
0,0,1,0,0,1
20,1,8,1,2,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,1,1,1
471,26,24,0,1,1
0,2,0,0,2,1
1,0,2,1,2,1
0,1,1,0,3,1
0,1,0,0,2,1
0,0,1,0,1,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,2,1
0,1,0,0,1,1
0,1,0,0,2,1
0,0,0,0,1,1
0,1,0,0,1,1
0,0,0,0,0,1
0,1,0,0,1,1
1,4,0,1,0,1
0,0,2,0,2,1
109,11,21,0,1,1
0,0,0,1,2,1
0,1,0,0,2,1
0,0,1,1,2,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,1,0,2,1
0,0,1,0,2,1
0,0,2,0,5,1
0,0,2,0,3,1
0,1,1,0,1,1
0,1,1,0,0,1
0,0,0,1,1,1
0,0,1,0,1,1
0,0,0,0,2,1
0,1,1,0,2,1
1,1,0,0,5,1
0,1,0,0,2,1
0,0,2,0,4,1
0,0,0,0,1,1
10,0,0,0,2,1
0,1,0,0,2,1
0,0,1,0,3,1
